dataset,prompt_type,model,config_n,config_k,config_q,run_id,correct,total,errors,accuracy,run_duration_seconds,avg_trial_wall_seconds,avg_trial_api_seconds,system_fallback_count,artifact_dir
flowers,axioms_ontology_v2,meta-llama/llama-4-scout,3,5,1,0,3,3,0,1.0000,13.2763,4.4229,2.9392,0,datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_0
flowers,axioms_ontology_v2,meta-llama/llama-4-scout,3,5,1,1,3,3,0,1.0000,12.9319,4.3085,2.5879,0,datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_1
flowers,axioms_ontology_v2,meta-llama/llama-4-scout,3,5,1,2,3,3,0,1.0000,13.7492,4.5756,3.2774,0,datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_2
flowers,axioms_ontology_v2,meta-llama/llama-4-scout,3,5,1,3,3,3,0,1.0000,14.6541,4.8823,3.1768,0,datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_3
flowers,axioms_ontology_v2,meta-llama/llama-4-scout,4,1,1,0,3,4,0,0.7500,13.6458,3.4079,2.8744,0,datasets/flowers/axioms_ontology_v2/N4_K1_Q1/run_0
flowers,axioms_ontology_v2,meta-llama/llama-4-scout,4,1,1,1,2,4,0,0.5000,13.9205,3.4403,2.9817,0,datasets/flowers/axioms_ontology_v2/N4_K1_Q1/run_1
flowers,axioms_ontology_v2,meta-llama/llama-4-scout,4,1,1,2,4,4,0,1.0000,14.6643,3.6630,3.2003,0,datasets/flowers/axioms_ontology_v2/N4_K1_Q1/run_2
flowers,axioms_ontology_v2,meta-llama/llama-4-scout,4,5,1,0,4,4,0,1.0000,22.1344,5.5311,3.9209,0,datasets/flowers/axioms_ontology_v2/N4_K5_Q1/run_0
flowers,axioms_ontology_v2,meta-llama/llama-4-scout,4,5,1,1,4,4,0,1.0000,20.7231,5.1773,3.3814,0,datasets/flowers/axioms_ontology_v2/N4_K5_Q1/run_1
flowers,axioms_ontology_v2,meta-llama/llama-4-scout,4,5,1,2,4,4,0,1.0000,22.7233,5.6762,3.7681,0,datasets/flowers/axioms_ontology_v2/N4_K5_Q1/run_2
pets,classification,meta-llama/llama-4-scout,2,1,1,0,2,2,0,1.0000,1.9729,0.9806,0.6898,0,datasets/pets/classification/N2_K1_Q1/run_0
pets,classification,meta-llama/llama-4-scout,2,1,1,1,2,2,0,1.0000,1.9205,0.9586,0.8254,0,datasets/pets/classification/N2_K1_Q1/run_1
pets,classification,meta-llama/llama-4-scout,2,1,1,2,2,2,0,1.0000,1.8540,0.9192,0.6344,0,datasets/pets/classification/N2_K1_Q1/run_2
pets,classification,meta-llama/llama-4-scout,2,1,1,3,2,2,0,1.0000,2.0102,1.0001,0.7652,0,datasets/pets/classification/N2_K1_Q1/run_3
pets,classification,meta-llama/llama-4-scout,2,1,1,4,2,2,0,1.0000,1.7614,0.8787,0.7981,0,datasets/pets/classification/N2_K1_Q1/run_4
pets,classification,meta-llama/llama-4-scout,2,1,1,5,2,2,0,1.0000,1.6994,0.8455,0.5239,0,datasets/pets/classification/N2_K1_Q1/run_5
pets,classification,meta-llama/llama-4-scout,2,5,1,0,2,2,0,1.0000,4.6174,2.3034,1.1257,0,datasets/pets/classification/N2_K5_Q1/run_0
pets,classification,meta-llama/llama-4-scout,2,5,1,1,2,2,0,1.0000,3.6940,1.8440,0.7876,0,datasets/pets/classification/N2_K5_Q1/run_1
pets,classification,meta-llama/llama-4-scout,2,5,1,2,2,2,0,1.0000,3.8157,1.9060,0.9483,0,datasets/pets/classification/N2_K5_Q1/run_2
pets,classification,meta-llama/llama-4-scout,2,5,1,3,2,2,0,1.0000,3.4232,1.7097,0.6995,0,datasets/pets/classification/N2_K5_Q1/run_3
pets,classification,meta-llama/llama-4-scout,2,5,1,4,2,2,0,1.0000,3.4323,1.7088,0.7814,0,datasets/pets/classification/N2_K5_Q1/run_4
pets,classification,meta-llama/llama-4-scout,2,5,1,5,2,2,0,1.0000,3.5894,1.7918,0.6939,0,datasets/pets/classification/N2_K5_Q1/run_5
pets,classification,meta-llama/llama-4-scout,3,1,1,0,2,3,0,0.6667,2.9869,0.9936,0.5138,0,datasets/pets/classification/N3_K1_Q1/run_0
pets,classification,meta-llama/llama-4-scout,3,1,1,1,2,3,0,0.6667,3.4831,1.1169,0.6880,0,datasets/pets/classification/N3_K1_Q1/run_1
pets,classification,meta-llama/llama-4-scout,3,1,1,2,2,3,0,0.6667,2.9249,0.9736,0.6151,0,datasets/pets/classification/N3_K1_Q1/run_2
pets,classification,meta-llama/llama-4-scout,3,1,1,3,2,3,0,0.6667,3.2074,1.0677,0.7381,0,datasets/pets/classification/N3_K1_Q1/run_3
pets,classification,meta-llama/llama-4-scout,3,5,1,0,3,3,0,1.0000,6.1702,2.0550,0.7119,0,datasets/pets/classification/N3_K5_Q1/run_0
pets,classification,meta-llama/llama-4-scout,3,5,1,1,3,3,0,1.0000,6.9002,2.2963,0.7084,0,datasets/pets/classification/N3_K5_Q1/run_1
pets,classification,meta-llama/llama-4-scout,3,5,1,2,3,3,0,1.0000,8.2597,2.7504,1.1341,0,datasets/pets/classification/N3_K5_Q1/run_2
pets,classification,meta-llama/llama-4-scout,3,5,1,3,3,3,0,1.0000,6.7774,2.2517,0.7739,0,datasets/pets/classification/N3_K5_Q1/run_3
pets,classification,meta-llama/llama-4-scout,4,1,1,0,4,4,0,1.0000,4.8528,1.2106,0.6714,0,datasets/pets/classification/N4_K1_Q1/run_0
pets,classification,meta-llama/llama-4-scout,4,1,1,1,3,4,0,0.7500,4.6953,1.1645,0.6400,0,datasets/pets/classification/N4_K1_Q1/run_1
pets,classification,meta-llama/llama-4-scout,4,1,1,2,3,4,0,0.7500,4.2055,1.0461,0.6426,0,datasets/pets/classification/N4_K1_Q1/run_2
pets,classification,meta-llama/llama-4-scout,4,5,1,0,4,4,0,1.0000,10.7842,2.6924,0.9773,0,datasets/pets/classification/N4_K5_Q1/run_0
pets,classification,meta-llama/llama-4-scout,4,5,1,1,4,4,0,1.0000,11.7641,2.9379,1.0180,0,datasets/pets/classification/N4_K5_Q1/run_1
pets,classification,meta-llama/llama-4-scout,4,5,1,2,4,4,0,1.0000,11.9327,2.9785,1.1117,0,datasets/pets/classification/N4_K5_Q1/run_2
pets,nle,meta-llama/llama-4-scout,2,1,1,0,2,2,0,1.0000,4.8730,2.4327,2.3394,0,datasets/pets/nle/N2_K1_Q1/run_0
pets,nle,meta-llama/llama-4-scout,2,1,1,1,2,2,0,1.0000,5.4878,2.7400,2.4515,0,datasets/pets/nle/N2_K1_Q1/run_1
pets,nle,meta-llama/llama-4-scout,2,1,1,2,2,2,0,1.0000,4.4021,2.1970,1.8626,0,datasets/pets/nle/N2_K1_Q1/run_2
pets,nle,meta-llama/llama-4-scout,2,1,1,3,2,2,0,1.0000,5.9322,2.9617,2.6826,0,datasets/pets/nle/N2_K1_Q1/run_3
pets,nle,meta-llama/llama-4-scout,2,1,1,4,2,2,0,1.0000,4.8531,2.4248,2.1317,0,datasets/pets/nle/N2_K1_Q1/run_4
pets,nle,meta-llama/llama-4-scout,2,1,1,5,2,2,0,1.0000,5.0215,2.5070,2.2217,0,datasets/pets/nle/N2_K1_Q1/run_5
pets,nle,meta-llama/llama-4-scout,2,5,1,0,2,2,0,1.0000,5.3679,2.6810,1.5809,0,datasets/pets/nle/N2_K5_Q1/run_0
