dataset,prompt_type,model,config_n,config_k,config_q,run_id,correct,total,errors,accuracy,run_duration_seconds,avg_trial_wall_seconds,avg_trial_api_seconds,system_fallback_count,artifact_dir
flowers,features,qwen/qwen3-vl-8b-instruct,2,1,1,0,2,2,0,1.0000,2.3614,1.1735,0.8621,0,datasets/flowers/features/N2_K1_Q1/run_0
flowers,features,qwen/qwen3-vl-8b-instruct,2,1,1,1,2,2,0,1.0000,2.6803,1.3320,1.0345,0,datasets/flowers/features/N2_K1_Q1/run_1
flowers,features,qwen/qwen3-vl-8b-instruct,2,1,1,2,2,2,0,1.0000,2.8052,1.4008,1.0282,0,datasets/flowers/features/N2_K1_Q1/run_2
flowers,features,qwen/qwen3-vl-8b-instruct,2,1,1,3,2,2,0,1.0000,2.2554,1.1253,0.8931,0,datasets/flowers/features/N2_K1_Q1/run_3
flowers,features,qwen/qwen3-vl-8b-instruct,2,1,1,4,2,2,0,1.0000,2.3223,1.1563,0.8688,0,datasets/flowers/features/N2_K1_Q1/run_4
flowers,features,qwen/qwen3-vl-8b-instruct,2,1,1,5,2,2,0,1.0000,3.0939,1.5423,1.3137,0,datasets/flowers/features/N2_K1_Q1/run_5
flowers,features,qwen/qwen3-vl-8b-instruct,2,5,1,0,2,2,0,1.0000,5.0372,2.5134,1.2167,0,datasets/flowers/features/N2_K5_Q1/run_0
flowers,features,qwen/qwen3-vl-8b-instruct,2,5,1,1,2,2,0,1.0000,4.6526,2.3217,1.2855,0,datasets/flowers/features/N2_K5_Q1/run_1
flowers,features,qwen/qwen3-vl-8b-instruct,2,5,1,2,2,2,0,1.0000,3.5899,1.7815,1.0675,0,datasets/flowers/features/N2_K5_Q1/run_2
flowers,features,qwen/qwen3-vl-8b-instruct,2,5,1,3,2,2,0,1.0000,4.5837,2.2841,1.1663,0,datasets/flowers/features/N2_K5_Q1/run_3
flowers,features,qwen/qwen3-vl-8b-instruct,2,5,1,4,2,2,0,1.0000,3.8783,1.9369,1.0815,0,datasets/flowers/features/N2_K5_Q1/run_4
flowers,features,qwen/qwen3-vl-8b-instruct,2,5,1,5,2,2,0,1.0000,5.2690,2.6309,1.6748,0,datasets/flowers/features/N2_K5_Q1/run_5
flowers,features,qwen/qwen3-vl-8b-instruct,3,1,1,0,3,3,0,1.0000,4.5644,1.5180,1.1043,0,datasets/flowers/features/N3_K1_Q1/run_0
flowers,features,qwen/qwen3-vl-8b-instruct,3,1,1,1,3,3,0,1.0000,4.2300,1.4070,1.2211,0,datasets/flowers/features/N3_K1_Q1/run_1
flowers,features,qwen/qwen3-vl-8b-instruct,3,1,1,2,3,3,0,1.0000,4.4066,1.4619,1.0944,0,datasets/flowers/features/N3_K1_Q1/run_2
flowers,features,qwen/qwen3-vl-8b-instruct,3,1,1,3,3,3,0,1.0000,4.3253,1.4400,1.0332,0,datasets/flowers/features/N3_K1_Q1/run_3
flowers,features,qwen/qwen3-vl-8b-instruct,3,5,1,0,3,3,0,1.0000,8.7714,2.9199,1.4648,0,datasets/flowers/features/N3_K5_Q1/run_0
flowers,features,qwen/qwen3-vl-8b-instruct,3,5,1,1,3,3,0,1.0000,9.0237,3.0010,1.5340,0,datasets/flowers/features/N3_K5_Q1/run_1
flowers,features,qwen/qwen3-vl-8b-instruct,3,5,1,2,3,3,0,1.0000,8.3644,2.7853,1.1955,0,datasets/flowers/features/N3_K5_Q1/run_2
flowers,features,qwen/qwen3-vl-8b-instruct,3,5,1,3,3,3,0,1.0000,9.5093,3.1661,1.5589,0,datasets/flowers/features/N3_K5_Q1/run_3
flowers,features,qwen/qwen3-vl-8b-instruct,4,1,1,0,4,4,0,1.0000,6.6017,1.6476,1.2727,0,datasets/flowers/features/N4_K1_Q1/run_0
flowers,features,qwen/qwen3-vl-8b-instruct,4,1,1,1,4,4,0,1.0000,6.0119,1.4998,1.0135,0,datasets/flowers/features/N4_K1_Q1/run_1
flowers,features,qwen/qwen3-vl-8b-instruct,4,1,1,2,4,4,0,1.0000,6.3587,1.5874,1.0724,0,datasets/flowers/features/N4_K1_Q1/run_2
flowers,features,qwen/qwen3-vl-8b-instruct,4,5,1,0,4,4,0,1.0000,13.4364,3.3522,1.3244,0,datasets/flowers/features/N4_K5_Q1/run_0
flowers,features,qwen/qwen3-vl-8b-instruct,4,5,1,1,4,4,0,1.0000,15.0124,3.7501,1.6368,0,datasets/flowers/features/N4_K5_Q1/run_1
flowers,features,qwen/qwen3-vl-8b-instruct,4,5,1,2,4,4,0,1.0000,16.1919,4.0447,1.8716,0,datasets/flowers/features/N4_K5_Q1/run_2
flowers,rulebased,qwen/qwen3-vl-8b-instruct,2,1,1,0,2,2,0,1.0000,6.1723,3.0679,2.8211,0,datasets/flowers/rulebased/N2_K1_Q1/run_0
flowers,rulebased,qwen/qwen3-vl-8b-instruct,2,1,1,1,2,2,0,1.0000,7.1891,3.5867,3.3322,0,datasets/flowers/rulebased/N2_K1_Q1/run_1
flowers,rulebased,qwen/qwen3-vl-8b-instruct,2,1,1,2,2,2,0,1.0000,6.7116,3.3497,3.0932,0,datasets/flowers/rulebased/N2_K1_Q1/run_2
flowers,rulebased,qwen/qwen3-vl-8b-instruct,2,1,1,3,2,2,0,1.0000,8.4358,4.2163,3.9096,0,datasets/flowers/rulebased/N2_K1_Q1/run_3
flowers,rulebased,qwen/qwen3-vl-8b-instruct,2,1,1,4,2,2,0,1.0000,9.1523,4.5721,4.2703,0,datasets/flowers/rulebased/N2_K1_Q1/run_4
flowers,rulebased,qwen/qwen3-vl-8b-instruct,2,1,1,5,2,2,0,1.0000,6.4017,3.1962,2.9487,0,datasets/flowers/rulebased/N2_K1_Q1/run_5
flowers,rulebased,qwen/qwen3-vl-8b-instruct,2,5,1,0,2,2,0,1.0000,10.3740,5.1816,4.0943,0,datasets/flowers/rulebased/N2_K5_Q1/run_0
flowers,rulebased,qwen/qwen3-vl-8b-instruct,2,5,1,1,2,2,0,1.0000,7.6356,3.8153,2.8608,0,datasets/flowers/rulebased/N2_K5_Q1/run_1
flowers,rulebased,qwen/qwen3-vl-8b-instruct,2,5,1,2,2,2,0,1.0000,8.4255,4.2073,3.0852,0,datasets/flowers/rulebased/N2_K5_Q1/run_2
flowers,rulebased,qwen/qwen3-vl-8b-instruct,2,5,1,3,2,2,0,1.0000,7.8095,3.8980,3.0619,0,datasets/flowers/rulebased/N2_K5_Q1/run_3
flowers,rulebased,qwen/qwen3-vl-8b-instruct,2,5,1,4,2,2,0,1.0000,8.3954,4.1908,3.4111,0,datasets/flowers/rulebased/N2_K5_Q1/run_4
flowers,rulebased,qwen/qwen3-vl-8b-instruct,2,5,1,5,2,2,0,1.0000,8.4919,4.2400,3.2109,0,datasets/flowers/rulebased/N2_K5_Q1/run_5
flowers,rulebased,qwen/qwen3-vl-8b-instruct,3,1,1,0,3,3,0,1.0000,10.5674,3.5179,3.1957,0,datasets/flowers/rulebased/N3_K1_Q1/run_0
flowers,rulebased,qwen/qwen3-vl-8b-instruct,3,1,1,1,3,3,0,1.0000,9.0925,3.0255,2.6089,0,datasets/flowers/rulebased/N3_K1_Q1/run_1
flowers,rulebased,qwen/qwen3-vl-8b-instruct,3,1,1,2,3,3,0,1.0000,7.5255,2.5052,2.0831,0,datasets/flowers/rulebased/N3_K1_Q1/run_2
flowers,rulebased,qwen/qwen3-vl-8b-instruct,3,1,1,3,3,3,0,1.0000,17.2020,5.7304,5.3647,0,datasets/flowers/rulebased/N3_K1_Q1/run_3
flowers,rulebased,qwen/qwen3-vl-8b-instruct,3,5,1,0,3,3,0,1.0000,20.7929,6.9268,5.3323,0,datasets/flowers/rulebased/N3_K5_Q1/run_0
flowers,rulebased,qwen/qwen3-vl-8b-instruct,3,5,1,1,3,3,0,1.0000,16.5294,5.5039,3.8299,0,datasets/flowers/rulebased/N3_K5_Q1/run_1
flowers,rulebased,qwen/qwen3-vl-8b-instruct,3,5,1,2,3,3,0,1.0000,14.6419,4.8769,3.4924,0,datasets/flowers/rulebased/N3_K5_Q1/run_2
flowers,rulebased,qwen/qwen3-vl-8b-instruct,3,5,1,3,3,3,0,1.0000,17.2351,5.7425,4.1349,0,datasets/flowers/rulebased/N3_K5_Q1/run_3
flowers,rulebased,qwen/qwen3-vl-8b-instruct,4,1,1,0,4,4,0,1.0000,11.5955,2.8960,2.4265,0,datasets/flowers/rulebased/N4_K1_Q1/run_0
flowers,rulebased,qwen/qwen3-vl-8b-instruct,4,1,1,1,4,4,0,1.0000,17.4928,4.3696,3.9519,0,datasets/flowers/rulebased/N4_K1_Q1/run_1
flowers,rulebased,qwen/qwen3-vl-8b-instruct,4,1,1,2,4,4,0,1.0000,12.8831,3.2191,2.8209,0,datasets/flowers/rulebased/N4_K1_Q1/run_2
flowers,rulebased,qwen/qwen3-vl-8b-instruct,4,5,1,0,4,4,0,1.0000,23.9758,5.9904,3.8304,0,datasets/flowers/rulebased/N4_K5_Q1/run_0
flowers,rulebased,qwen/qwen3-vl-8b-instruct,4,5,1,1,4,4,0,1.0000,19.7524,4.9346,3.1513,0,datasets/flowers/rulebased/N4_K5_Q1/run_1
flowers,rulebased,qwen/qwen3-vl-8b-instruct,4,5,1,2,4,4,0,1.0000,20.8569,5.2098,3.4293,0,datasets/flowers/rulebased/N4_K5_Q1/run_2
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,2,1,1,0,2,2,0,1.0000,5.7253,2.8582,2.5883,0,datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_0
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,2,1,1,1,2,2,0,1.0000,5.2960,2.6415,2.2567,0,datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_1
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,2,1,1,2,2,2,0,1.0000,5.3063,2.6499,2.3717,0,datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_2
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,2,1,1,3,2,2,0,1.0000,5.3661,2.6786,2.4104,0,datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_3
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,2,1,1,4,2,2,0,1.0000,5.8462,2.9207,2.7544,0,datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_4
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,2,1,1,5,2,2,0,1.0000,5.5774,2.7805,2.4866,0,datasets/flowers/axioms_ontology_v2/N2_K1_Q1/run_5
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,2,5,1,0,2,2,0,1.0000,9.4693,4.7294,3.5925,0,datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_0
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,2,5,1,1,2,2,0,1.0000,9.6069,4.8007,3.8126,0,datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_1
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,2,5,1,2,2,2,0,1.0000,11.4088,5.6989,4.7985,0,datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_2
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,2,5,1,3,2,2,0,1.0000,6.9721,3.4822,2.4004,0,datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_3
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,2,5,1,4,2,2,0,1.0000,7.3834,3.6871,2.7006,0,datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_4
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,2,5,1,5,2,2,0,1.0000,7.3921,3.6882,2.5869,0,datasets/flowers/axioms_ontology_v2/N2_K5_Q1/run_5
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,3,1,1,0,3,3,0,1.0000,8.7385,2.9049,2.4785,0,datasets/flowers/axioms_ontology_v2/N3_K1_Q1/run_0
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,3,1,1,1,2,3,0,0.6667,12.3698,4.1203,3.7062,0,datasets/flowers/axioms_ontology_v2/N3_K1_Q1/run_1
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,3,1,1,2,1,3,0,0.3333,8.2634,2.7528,2.4065,0,datasets/flowers/axioms_ontology_v2/N3_K1_Q1/run_2
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,3,1,1,3,2,3,0,0.6667,14.4344,4.8094,4.4187,0,datasets/flowers/axioms_ontology_v2/N3_K1_Q1/run_3
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,3,5,1,0,3,3,0,1.0000,15.4927,5.1604,3.5919,0,datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_0
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,3,5,1,1,3,3,0,1.0000,12.3803,4.1192,2.7271,0,datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_1
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,3,5,1,2,3,3,0,1.0000,13.0491,4.3459,2.6064,0,datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_2
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,3,5,1,3,3,3,0,1.0000,12.9320,4.3084,2.5469,0,datasets/flowers/axioms_ontology_v2/N3_K5_Q1/run_3
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,4,1,1,0,3,4,0,0.7500,11.8431,2.9590,2.5130,0,datasets/flowers/axioms_ontology_v2/N4_K1_Q1/run_0
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,4,1,1,1,4,4,0,1.0000,12.6418,3.1574,2.6588,0,datasets/flowers/axioms_ontology_v2/N4_K1_Q1/run_1
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,4,1,1,2,3,4,0,0.7500,14.0024,3.4956,2.9897,0,datasets/flowers/axioms_ontology_v2/N4_K1_Q1/run_2
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,4,5,1,0,4,4,0,1.0000,20.8570,5.2097,3.1536,0,datasets/flowers/axioms_ontology_v2/N4_K5_Q1/run_0
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,4,5,1,1,4,4,0,1.0000,21.0847,5.2689,3.2048,0,datasets/flowers/axioms_ontology_v2/N4_K5_Q1/run_1
flowers,axioms_ontology_v2,qwen/qwen3-vl-8b-instruct,4,5,1,2,4,4,0,1.0000,21.5946,5.3961,3.2477,0,datasets/flowers/axioms_ontology_v2/N4_K5_Q1/run_2
pets,classification,qwen/qwen3-vl-8b-instruct,2,1,1,0,2,2,0,1.0000,3.1958,1.5935,1.2919,0,datasets/pets/classification/N2_K1_Q1/run_0
pets,classification,qwen/qwen3-vl-8b-instruct,2,1,1,1,2,2,0,1.0000,2.6154,1.3018,1.0278,0,datasets/pets/classification/N2_K1_Q1/run_1
pets,classification,qwen/qwen3-vl-8b-instruct,2,1,1,2,2,2,0,1.0000,2.3075,1.1511,0.8370,0,datasets/pets/classification/N2_K1_Q1/run_2
pets,classification,qwen/qwen3-vl-8b-instruct,2,1,1,3,2,2,0,1.0000,2.2572,1.1230,0.8252,0,datasets/pets/classification/N2_K1_Q1/run_3
pets,classification,qwen/qwen3-vl-8b-instruct,2,1,1,4,2,2,0,1.0000,2.7979,1.3974,1.1632,0,datasets/pets/classification/N2_K1_Q1/run_4
pets,classification,qwen/qwen3-vl-8b-instruct,2,1,1,5,2,2,0,1.0000,2.1767,1.0840,0.7554,0,datasets/pets/classification/N2_K1_Q1/run_5
pets,classification,qwen/qwen3-vl-8b-instruct,2,5,1,0,2,2,0,1.0000,5.3302,2.6622,1.7398,0,datasets/pets/classification/N2_K5_Q1/run_0
pets,classification,qwen/qwen3-vl-8b-instruct,2,5,1,1,2,2,0,1.0000,5.7612,2.8788,1.7597,0,datasets/pets/classification/N2_K5_Q1/run_1
pets,classification,qwen/qwen3-vl-8b-instruct,2,5,1,2,2,2,0,1.0000,6.8917,3.4382,2.4889,0,datasets/pets/classification/N2_K5_Q1/run_2
pets,classification,qwen/qwen3-vl-8b-instruct,2,5,1,3,2,2,0,1.0000,7.0878,3.5421,2.4719,0,datasets/pets/classification/N2_K5_Q1/run_3
pets,classification,qwen/qwen3-vl-8b-instruct,2,5,1,4,2,2,0,1.0000,4.7971,2.3920,1.3506,0,datasets/pets/classification/N2_K5_Q1/run_4
pets,classification,qwen/qwen3-vl-8b-instruct,2,5,1,5,2,2,0,1.0000,5.7358,2.8659,1.9485,0,datasets/pets/classification/N2_K5_Q1/run_5
pets,classification,qwen/qwen3-vl-8b-instruct,3,1,1,0,2,3,0,0.6667,4.0699,1.3540,0.9806,0,datasets/pets/classification/N3_K1_Q1/run_0
pets,classification,qwen/qwen3-vl-8b-instruct,3,1,1,1,2,3,0,0.6667,5.4426,1.8124,1.4625,0,datasets/pets/classification/N3_K1_Q1/run_1
pets,classification,qwen/qwen3-vl-8b-instruct,3,1,1,2,3,3,0,1.0000,4.3457,1.4474,1.0512,0,datasets/pets/classification/N3_K1_Q1/run_2
pets,classification,qwen/qwen3-vl-8b-instruct,3,1,1,3,3,3,0,1.0000,3.8272,1.2714,0.8946,0,datasets/pets/classification/N3_K1_Q1/run_3
pets,classification,qwen/qwen3-vl-8b-instruct,3,5,1,0,3,3,0,1.0000,11.3852,3.7913,2.1424,0,datasets/pets/classification/N3_K5_Q1/run_0
pets,classification,qwen/qwen3-vl-8b-instruct,3,5,1,1,3,3,0,1.0000,14.7386,4.9070,3.3865,0,datasets/pets/classification/N3_K5_Q1/run_1
pets,classification,qwen/qwen3-vl-8b-instruct,3,5,1,2,3,3,0,1.0000,10.4311,3.4743,1.9709,0,datasets/pets/classification/N3_K5_Q1/run_2
pets,classification,qwen/qwen3-vl-8b-instruct,3,5,1,3,3,3,0,1.0000,9.5135,3.1688,1.6385,0,datasets/pets/classification/N3_K5_Q1/run_3
pets,classification,qwen/qwen3-vl-8b-instruct,4,1,1,0,3,4,0,0.7500,8.7809,2.1931,1.6669,0,datasets/pets/classification/N4_K1_Q1/run_0
pets,classification,qwen/qwen3-vl-8b-instruct,4,1,1,1,3,4,0,0.7500,6.1425,1.5344,1.1151,0,datasets/pets/classification/N4_K1_Q1/run_1
pets,classification,qwen/qwen3-vl-8b-instruct,4,1,1,2,4,4,0,1.0000,8.0071,1.9983,1.4890,0,datasets/pets/classification/N4_K1_Q1/run_2
pets,classification,qwen/qwen3-vl-8b-instruct,4,5,1,0,4,4,0,1.0000,14.5018,3.6218,1.7800,0,datasets/pets/classification/N4_K5_Q1/run_0
